"","X","admin2codes","month.dep","interview.month","fmp.name","fmp.latitude","fmp.longitude","direction","dep.country","dep.adm1","dep.adm1.pcode","dep.adm2","dep.adm2.pcode","dep.iscamp","dep.camp","dest.country","dest.adm1","dest.adm1.pcode","dest.adm2","dest.adm2.pcode","dest.iscamp","dest.camp","dest.habres","lmt.migration","time.atdep","time.atdest","registered.refugees","return.relocation","forced.displacement","reason","reason.subtype","transport","groups","total.ind","female.04","female.517","female.1859","female.60","male.04","male.517","male.1859","male.60","nationality.first","nationality.second","nationality.third","nationality.first.ind","nationality.second.ind","nationality.third.ind","nationality.ssd.ind","dep.lon","dep.lat","distance_travelled","dep.date","dep.month","rain.dep.month","rain.month.before","rain.two.months.before","rain.sum.2.months","rain.sum.3.months","temp.dep.month","temp.month.before","temp.two.months.before","temp.sum.2.months","temp.sum.3.months","population2021","mig.per.1000000","rel.rain.dep.month","rel.rain.month.before","rel.rain.two.months.before","rel.rain.sum.2.months","rel.rain.sum.3.months","rel.temp.dep.month","rel.temp.month.before","rel.temp.two.months.before","rel.temp.sum.2.months","rel.temp.sum.3.months","conflict_deaths"
"150",150,"SS0205","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.740000002855,35.5600000001422,35.5600000001422,749.300000002997,784.860000003139,28.9333333333333,36.4666666666667,35.7666666666667,32.7,33.7222222222222,99738,0,634.982946366491,-107.364759090767,-88.9964254544028,-196.36118454517,-285.357609999572,-2.15779952380957,6.97898095238097,5.83809523809527,2.4105907142857,3.55309222222222,0
"151",151,"SS0205","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4400000003657,713.740000002855,35.5600000001422,805.180000003221,840.740000003363,23.5333333333333,28.9333333333333,36.4666666666667,26.2333333333333,29.6444444444444,99738,0,21.0465825458202,634.982946366491,-107.364759090767,527.618187275725,420.253428184958,-8.24745666666666,-2.15779952380957,6.97898095238097,-5.20262809523811,-1.14209174603175,0
"152",152,"SS0205","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,937.260000003749,91.4400000003657,497.840000001991,1028.70000000411,1526.54000000611,18.3666666666667,23.4666666666667,28.7,20.9166666666667,23.5111111111111,99738,0,883.195736982567,21.0465825458202,419.082946365628,440.129528911448,859.212475277076,-13.8796376190476,-8.31412333333333,-2.3911328571429,-11.0968804761905,-8.19496460317462,0
"153",153,"SS0205","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.380000000478,937.260000003749,91.4400000003657,1056.64000000423,1148.08000000459,13.2666666666667,18.3666666666667,23.4666666666667,15.8166666666667,18.3666666666667,99738,0,73.978746396023,883.195736982567,21.0465825458202,904.242319528387,925.288902074208,-19.0215104761904,-13.8796376190476,-8.31412333333333,-16.450574047619,-13.7384238095238,0
"154",154,"SS0205","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.660000000803,119.380000000478,937.260000003749,320.04000000128,1257.30000000503,13.8333333333333,13.0666666666667,18.1333333333333,13.45,15.0111111111111,99738,0,195.738369906439,73.978746396023,883.195736982567,957.17448337859,1840.37022036116,-20.9031195238096,-19.2215104761904,-14.112970952381,-20.062315,-18.0792003174603,0
"155",155,"SS0206","2019-12-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Lafon","SS0206",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Food Insecurity","Conflict Induced","Foot",1,5,0,0,2,0,0,1,2,0,"SSD","None","None",5,0,0,5,NA,NA,198417.135912538,18237.3165728175,"2019-12-01",0,48.260000000193,27.9400000001118,48.260000000193,76.2000000003048,21.1,22.1333333333333,28.4333333333333,21.6166666666667,23.8888888888889,153027,32.6739725669326,-26.1148450667273,1.87690033073854,-75.4648595453432,-73.5879592146047,-149.052818759948,-15.2957057142857,-13.3676166666667,-5.98137095238097,-14.3316611904762,-11.5482311111111,0
"156",156,"SS0206","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Lafon","SS0206",0,NA,"UGA","Adjumani","UG301","East Moyo","UG3011",1,"Boroli Settlement",0,0,"5+ Years","Unknown",0.5,0,1,"Conflict Displacement","Insecurity Targeted Violence","Taxi Or Car",2,14,1,5,2,3,1,2,0,0,"SSD","None","None",14,0,0,14,NA,NA,198417.135912538,18275.0158286409,"2020-01-01",40.6400000001626,0,48.260000000193,40.6400000001626,88.9000000003556,18.2,20.7666666666667,22.0333333333333,19.4833333333333,20.3333333333333,153027,91.4871231874114,36.8675145068898,-26.1148450667273,1.87690033073854,-24.2379447359888,-22.3610444052502,-19.3153871428571,-15.629039047619,-13.4676166666667,-17.4722130952381,-16.1373476190476,0
"157",157,"SS0206","2020-02-01","2020-02-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Lafon","SS0206",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"8 Days-3 Months","Unknown",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Taxi Or Car",2,16,0,9,1,0,0,3,3,0,"SSD","None","None",16,0,0,16,NA,NA,198417.135912538,18306.0158286409,"2020-02-01",0,40.6400000001626,0,40.6400000001626,40.6400000001626,23.4,18.5,20.5333333333333,20.95,20.8111111111111,153027,104.556712214184,-19.3052470409091,36.8675145068898,-26.1148450667273,10.7526694401625,-15.3621756265648,-14.9649314285714,-19.0153871428571,-15.8623723809524,-16.9901592857143,-16.6142303174603,0
"158",158,"SS0206","2020-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3400000002134,0,40.6400000001626,53.3400000002134,93.9800000003759,24.4333333333333,23.2666666666667,18.2,23.85,21.9666666666667,153027,0,24.1213103286679,-19.3052470409091,36.8675145068898,17.5622674659807,54.4297819728706,-14.2106623809524,-15.0982647619047,-19.3153871428571,-14.6544635714286,-16.2081047619047,0
"159",159,"SS0206","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0400000002642,53.3400000002134,0,119.380000000478,119.380000000478,27.8666666666667,24.4,23.4,26.1333333333333,25.2222222222222,153027,0,-16.3024792442813,24.1213103286679,-19.3052470409091,4.81606328775876,-14.4891837531503,-9.76004190476193,-14.2439957142857,-14.9649314285714,-12.0020188095238,-12.9896563492063,0
"160",160,"SS0206","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.500000000762,66.0400000002642,53.3400000002134,256.540000001026,309.880000001239,34.1666666666667,27.8666666666667,24.4,31.0166666666667,28.8111111111111,153027,0,74.221953249853,-16.3024792442813,24.1213103286679,7.81883108438651,31.9401414130544,-0.0953004761904381,-9.76004190476193,-14.2439957142857,-4.92767119047619,-8.03311269841269,0
"161",161,"SS0206","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08000000002032,190.500000000762,66.0400000002642,195.580000000782,261.620000001046,39.9,34.3666666666667,27.8,37.1333333333333,34.0222222222222,153027,0,-85.9618290908888,74.221953249853,-16.3024792442813,57.9194740055716,41.6169947612903,7.2867785714286,0.104699523809565,-9.8267085714286,3.69573904761908,-0.811743492063479,0
"162",162,"SS0206","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08000000002032,5.08000000002032,190.500000000762,10.1600000000406,200.660000000803,42.4333333333333,39.9,34.3666666666667,41.1666666666667,38.9,153027,0,-134.761756363616,-85.9618290908888,74.221953249853,-11.7398758410358,62.4820774088172,10.9513804761904,7.2867785714286,0.104699523809565,9.11907952380951,6.1142861904762,0
"163",163,"SS0206","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.54000000001016,7.62000000003048,2.54000000001016,10.1600000000406,43.1666666666667,42.1666666666667,40.1333333333333,42.6666666666667,41.8222222222222,153027,0,-160.831955454545,-137.301756363626,-83.4218290908786,-220.723585454504,-304.145414545383,11.5361566666667,10.6847138095238,7.52011190476193,11.1104352380952,9.91366079365079,0
"164",164,"SS0206","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.280000002357,2.54000000001016,2.54000000001016,591.820000002367,594.360000002377,34.7666666666667,43.3333333333333,41.8666666666667,39.05,39.9888888888889,153027,0,484.322793638721,-158.291955454535,-137.301756363626,-295.593711818161,-432.895468181786,1.49121095238097,11.7028233333333,10.3847138095238,6.59701714285715,7.85958269841269,0
"165",165,"SS0206","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,589.280000002357,2.54000000001016,589.280000002357,591.820000002367,27.9666666666667,34.7666666666667,43.3333333333333,31.3666666666667,35.3555555555556,153027,0,-103.404859545455,484.322793638721,-158.291955454535,326.030838184186,167.738882729651,-6.44803761904764,1.49121095238097,11.7028233333333,-2.47841333333333,2.24866555555556,0
"166",166,"SS0206","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,561.340000002245,0,561.340000002245,23.5,27.5,34.9333333333333,25.5,28.6444444444444,153027,0,-46.3830996694545,-103.404859545455,456.382793638609,352.977934093154,809.360727731764,-12.00095,-6.9147042857143,1.65787761904763,-9.45782714285715,-5.75259222222222,0
"167",167,"SS0206","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19.6333333333333,23.5,27.5,21.5666666666667,23.5444444444444,153027,0,-26.1148450667273,-46.3830996694545,-103.404859545455,-149.78795921491,-253.192818760365,-16.7623723809524,-12.00095,-6.9147042857143,-14.3816611904762,-11.8926755555556,0
"168",168,"SS0206","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,20.5,19.3,23.4666666666667,19.9,21.0888888888889,153027,0,-3.77248549327273,-26.1148450667273,-46.3830996694545,-72.4979447361818,-118.881044405636,-17.0153871428571,-17.0957057142857,-12.0342833333333,-17.0555464285714,-15.381792063492,0
"169",169,"SS0207","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.5600000001422,116.840000000467,35.5600000001422,152.40000000061,19.9,20.7,26.6,20.3,22.4,258402,0,-32.8069589195455,-22.3262700443123,-32.6152945449876,-54.9415645892999,-87.5568591342875,-13.8460314285714,-12.5545557142857,-5.1195771428571,-13.2002935714286,-10.5067214285714,123
"170",170,"SS0207","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Magwi","SS0207",0,NA,"UGA","Adjumani","UG301","East Moyo","UG3011",1,"Pagrinya",0,0.0909090909090909,"4-6 Months","Unknown",0.727272727272727,0,1,"Food Insecurity","Natural Disaster Induced","Taxi Or Car",11,59,3,12,25,7,0,7,5,0,"SSD","None","None",59,0,0,47,NA,NA,40776.2169679595,18276.4439606777,"2020-01-01",50.8000000002032,0,35.5600000001422,50.8000000002032,86.3600000003454,17.1666666666667,19.6333333333333,20.5333333333333,18.4,19.1111111111111,258402,228.326406142367,46.7629629634759,-32.8069589195455,-22.3262700443123,-55.1332289638578,-77.45949900817,-18.9903004761904,-14.1126980952381,-12.7212223809524,-16.5514992857143,-15.2747403174603,123
"171",171,"SS0207","2020-02-01","2020-02-01","Owiny Ki Bul",3.76,32.302,"Outgoing","SSD","Eastern Equatoria","SS02","Magwi","SS0207",0,NA,"UGA","Lamwo","UG326","Lamwo","UG3261",1,"Lamwo",0.777777777777778,0.111111111111111,"4-6 Months","8 Days-3 Months",0.555555555555556,0,1,"Food Insecurity","Reduction Irreg Food Dist","Motorbike",20,71,2,4,36,1,3,7,18,0,"SSD","None","None",71,0,0,71,NA,NA,22840.6252598127,18306.5804735715,"2020-02-01",0,50.8000000002032,0,50.8000000002032,50.8000000002032,22.3,17.4666666666667,19.4666666666667,19.8833333333333,19.7444444444444,258402,274.765675188273,-22.2745974749091,46.7629629634759,-32.8069589195455,13.9560040439304,-18.8509548756151,-14.36843,-18.6903004761904,-14.2793647619047,-16.5293652380952,-15.7793650793651,123
"172",172,"SS0207","2020-03-01","2020-03-01","Owiny Ki Bul",3.76,32.302,"Outgoing","SSD","Eastern Equatoria","SS02","Magwi","SS0207",0,NA,"UGA","Lamwo","UG326","Lamwo","UG3261",0.923076923076923,"Lamwo",0.769230769230769,0.153846153846154,"7-12 Months","8 Days-3 Months",0.923076923076923,0,1,"Food Insecurity","Reduction Irreg Food Dist","Motorbike",14,62,2,7,29,0,2,7,15,0,"SSD","None","None",62,0,0,62,NA,NA,24220.2861604394,18336.0451528805,"2020-03-01",563.880000002255,0,50.8000000002032,563.880000002255,614.680000002459,22.7,22.1666666666667,17.1666666666667,22.4333333333333,20.6777777777778,258402,239.936223403844,522.525342548801,-22.2745974749091,46.7629629634759,24.4883654885668,71.2513284520428,-12.96608,-14.5017633333333,-18.9903004761904,-13.7339216666667,-15.4860479365079,123
"173",173,"SS0207","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.120000001808,563.880000002255,0,1016.00000000406,1016.00000000406,25.3333333333333,22.5666666666667,22.3,23.95,23.4,258402,0,355.027217449081,522.525342548801,-22.2745974749091,500.250745073892,477.976147598983,-7.86243238095237,-13.0994133333333,-14.36843,-10.4809228571429,-11.7767585714286,123
"174",174,"SS0207","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3400000002134,452.120000001808,563.880000002255,505.460000002022,1069.34000000428,31.4666666666667,25.3333333333333,22.5666666666667,28.4,26.4555555555556,258402,0,-78.3375156452416,355.027217449081,522.525342548801,877.552559997882,1400.07790254668,-0.686186190476239,-7.86243238095237,-13.0994133333333,-4.2743092857143,-7.21601063492065,123
"175",175,"SS0207","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.600000000406,60.9600000002438,452.120000001808,162.56000000065,614.680000002459,36.8666666666667,31.7,25.4,34.2833333333333,31.3222222222222,258402,0,-16.6671163632296,-70.7175156452112,355.027217449081,284.30970180387,639.336919252951,5.85843523809527,-0.452852857142904,-7.7957657142857,2.70279119047618,-0.796727777777779,123
"176",176,"SS0207","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1200000002845,101.600000000406,60.9600000002438,172.720000000691,233.680000000935,39.7666666666667,36.8666666666667,31.7,38.3166666666667,36.1111111111111,258402,0,-94.8893472724425,-16.6671163632296,-70.7175156452112,-87.3846320084408,-158.102147653652,9.43274523809526,5.85843523809527,-0.452852857142904,7.64559023809527,4.94610920634921,123
"177",177,"SS0207","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4000000001016,66.0400000002642,101.600000000406,91.4400000003658,193.040000000772,40.8666666666667,39.5333333333333,37.1,40.2,39.1666666666667,258402,0,-151.779947272625,-99.9693472724629,-16.6671163632296,-116.636463635692,-133.303579998922,11.2017652380953,9.19941190476193,6.0917685714286,10.2005885714286,8.83098190476193,123
"178",178,"SS0207","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.920000000488,66.0400000002642,66.0400000002642,187.960000000752,254.000000001016,32.3666666666667,40.9,39.3333333333333,36.6333333333333,37.5333333333333,258402,0,-34.3269136358763,-111.139947272463,-99.9693472724629,-211.109294544926,-311.078641817389,1.15679095238097,11.2350985714286,8.99941190476193,6.19594476190478,7.13043380952383,123
"179",179,"SS0207","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54000000001016,121.920000000488,66.0400000002642,124.460000000498,190.500000000762,26.6,32.3666666666667,40.9,29.4833333333333,33.2888888888889,258402,0,-146.915294545445,-34.3269136358763,-111.139947272463,-145.466860908339,-256.606808180802,-5.1195771428571,1.15679095238097,11.2350985714286,-1.98139309523807,2.42410412698415,123
"180",180,"SS0207","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8200000003353,2.54000000001016,73.6600000002946,86.3600000003455,160.02000000064,21.7333333333333,26.0666666666667,32.5666666666667,23.9,26.7888888888889,258402,0,25.9337299558808,-146.915294545445,-82.5869136360694,-229.502208181514,-312.089121817584,-11.5212223809524,-5.65291047619043,1.35679095238097,-8.5870664285714,-5.27244730158728,123
"181",181,"SS0207","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62000000003048,83.8200000003353,2.54000000001016,91.4400000003658,93.9800000003759,17.4,21.7333333333333,26.0666666666667,19.5666666666667,21.7333333333333,258402,0,-25.186958919515,25.9337299558808,-146.915294545445,-120.981564589564,-267.896859135009,-16.3460314285714,-11.5212223809524,-5.65291047619043,-13.9336269047619,-11.1733880952381,123
"182",182,"SS0207","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.62000000003048,83.8200000003353,7.62000000003048,91.4400000003658,18.5,17.1666666666667,21.6,17.8333333333333,19.0888888888889,258402,0,-4.03703703672727,-25.186958919515,25.9337299558808,0.746771036365764,26.6805009922466,-17.6569671428571,-16.5793647619047,-11.6545557142857,-17.1181659523809,-15.2969625396825,123
"183",183,"SS0208","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.5600000001422,116.840000000467,35.5600000001422,152.40000000061,19.9,20.7,26.6,20.3,22.4,61440,0,-31.6370317630909,-16.8300405204033,-16.6994375449877,-33.5294780653909,-50.2289156103786,-14.1425428571429,-13.1933814285714,-6.0186957142857,-13.6679621428572,-11.1182066666667,54
"184",184,"SS0208","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Torit","SS0208",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Targeted Violence","Taxi Or Car",2,20,1,4,7,2,0,5,0,1,"SSD","None","None",20,0,0,20,NA,NA,104890.996915099,18275.9510900308,"2020-01-01",25.4000000001016,0,35.5600000001422,25.4000000001016,60.9600000002438,17.1666666666667,19.6333333333333,20.5333333333333,18.4,19.1111111111111,61440,325.520833333333,21.1663770050107,-31.6370317630909,-16.8300405204033,-48.4670722834942,-65.2971128038974,-19.1321776190476,-14.4092095238096,-13.3600480952381,-16.7706935714286,-15.6338117460318,54
"185",185,"SS0208","2020-02-01","2020-02-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Torit","SS0208",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Food Insecurity","Natural Disaster Induced","Taxi Or Car",1,12,1,4,1,1,0,5,0,0,"SSD","None","None",12,0,0,12,NA,NA,104890.996915099,18306.9510900308,"2020-02-01",0,25.4000000001016,0,25.4000000001016,25.4000000001016,22.3,17.4666666666667,19.4666666666667,19.8833333333333,19.7444444444444,61440,195.3125,-23.5190511770909,21.1663770050107,-31.6370317630909,-10.4706547580802,-42.1076865211711,-14.4704857142857,-18.8321776190476,-14.5758761904762,-16.6513316666667,-15.9595131746032,54
"186",186,"SS0208","2020-03-01","2020-03-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Torit","SS0208",0,NA,"UGA","Adjumani","UG301","East Moyo","UG3011",1,"Nyumanzi",0,0,"8 Days-3 Months","Unknown",0.5,0,1,"Conflict Displacement","Insecurity Generalised Violence","Motorbike",2,10,0,5,2,0,0,1,2,0,"SSD","None","None",10,0,0,6,NA,NA,104890.996915099,18335.4266350463,"2020-03-01",563.880000002255,0,25.4000000001016,563.880000002255,589.280000002357,22.7,22.1666666666667,17.1666666666667,22.4333333333333,20.6777777777778,61440,162.760416666667,523.682139523346,-23.5190511770909,21.1663770050107,-2.35267417208021,18.8137028329305,-13.5542014285714,-14.603819047619,-19.1321776190476,-14.0790102380952,-15.7633993650794,54
"187",187,"SS0208","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.960000001768,563.880000002255,0,1005.84000000402,1005.84000000402,25.3333333333333,22.5666666666667,22.3,23.95,23.4,61440,0,354.014144173586,523.682139523346,-23.5190511770909,500.163088346255,476.644037169165,-9.05847380952376,-13.6875347619047,-14.4704857142857,-11.3730042857142,-12.4054980952381,54
