"","X","admin2codes","month.dep","interview.month","fmp.name","fmp.latitude","fmp.longitude","direction","dep.country","dep.adm1","dep.adm1.pcode","dep.adm2","dep.adm2.pcode","dep.iscamp","dep.camp","dest.country","dest.adm1","dest.adm1.pcode","dest.adm2","dest.adm2.pcode","dest.iscamp","dest.camp","dest.habres","lmt.migration","time.atdep","time.atdest","registered.refugees","return.relocation","forced.displacement","reason","reason.subtype","transport","groups","total.ind","female.04","female.517","female.1859","female.60","male.04","male.517","male.1859","male.60","nationality.first","nationality.second","nationality.third","nationality.first.ind","nationality.second.ind","nationality.third.ind","nationality.ssd.ind","dep.lon","dep.lat","distance_travelled","dep.date","dep.month","rain.dep.month","rain.month.before","rain.two.months.before","rain.sum.2.months","rain.sum.3.months","temp.dep.month","temp.month.before","temp.two.months.before","temp.sum.2.months","temp.sum.3.months","population2021","mig.per.1000000","rel.rain.dep.month","rel.rain.month.before","rel.rain.two.months.before","rel.rain.sum.2.months","rel.rain.sum.3.months","rel.temp.dep.month","rel.temp.month.before","rel.temp.two.months.before","rel.temp.sum.2.months","rel.temp.sum.3.months","conflict_deaths"
"110",110,"SS0202","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8200000003353,2.54000000001016,73.6600000002946,86.3600000003455,160.02000000064,21.7333333333333,26.0666666666667,32.5666666666667,23.9,26.7888888888889,104237,0,33.7496540256989,-100.764112181808,-63.8692209087964,-164.633333090604,-228.502553999401,-9.19438809523806,-4.04983047619043,3.33282095238097,-6.62210928571425,-3.30379920634918,0
"111",111,"SS0202","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62000000003048,83.8200000003353,2.54000000001016,91.4400000003658,93.9800000003759,17.4,21.7333333333333,26.0666666666667,19.5666666666667,21.7333333333333,104237,0,-31.7977493093331,33.7496540256989,-100.764112181808,-67.014458156109,-167.778570337917,-13.6510214285714,-9.19438809523806,-4.04983047619043,-11.4227047619047,-8.96507999999997,0
"112",112,"SS0202","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.62000000003048,83.8200000003353,7.62000000003048,91.4400000003658,18.5,17.1666666666667,21.6,17.8333333333333,19.0888888888889,104237,0,-6.12121212090909,-31.7977493093331,33.7496540256989,1.95190471636576,35.7015587420646,-14.5510214285714,-13.8843547619047,-9.3277214285714,-14.2176880952381,-12.5876992063492,0
"113",113,"SS0203","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.620000001046,901.700000003607,276.860000001107,1163.32000000465,1440.18000000576,17.7333333333333,18.5666666666667,26.6,18.15,20.9666666666667,165518,0,186.961010788683,820.250998506607,189.64740072838,1009.89839923499,1199.54579996337,-16.7217823809524,-15.0433961904762,-6.5636628571429,-15.8825892857143,-12.7762804761905,28
"114",114,"SS0203","2020-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.220000000437,261.620000001046,901.700000003607,370.840000001483,1272.54000000509,15.9,17.6666666666667,18.3,16.7833333333333,17.2888888888889,165518,0,98.0925707578914,186.961010788683,820.250998506607,1007.21200929529,1827.4630078019,-20.7119085714286,-16.788449047619,-15.3100628571429,-18.7501788095238,-17.6034734920635,28
"115",115,"SS0203","2020-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,109.220000000437,261.620000001046,109.220000000437,370.840000001483,21,16.1,17.4666666666667,18.55,18.1888888888889,165518,0,-39.9936085433636,98.0925707578914,186.961010788683,285.053581546574,472.014592335257,-15.9948742857143,-20.5119085714286,-16.988449047619,-18.2533914285715,-17.831743968254,28
"116",116,"SS0203","2020-03-01","2020-03-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Kapoeta East","SS0203",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",0.666666666666667,"Elegu CP I",0,0.333333333333333,"8 Days-3 Months","Indefinite",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Taxi Or Car",3,21,1,2,5,1,0,8,4,0,"SSD","None","None",21,0,0,21,NA,NA,335422.922602804,18332.5276943653,"2020-03-01",734.060000002936,0,109.220000000437,734.060000002936,843.280000003373,21.2666666666667,20.8666666666667,15.9,21.0666666666667,19.3444444444444,165518,126.874418492249,662.671449760209,-39.9936085433636,98.0925707578914,58.0989622145278,156.191532972419,-15.2895947619047,-16.1282076190476,-20.7119085714286,-15.7089011904762,-17.3765703174603,28
"117",117,"SS0203","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1069.34000000428,734.060000002936,0,1803.40000000721,1803.40000000721,24.3,21.2,21,22.75,22.1666666666667,165518,0,965.109984246095,662.671449760209,-39.9936085433636,622.677841216845,582.684232673482,-10.1159671428571,-15.3562614285714,-15.9948742857143,-12.7361142857143,-13.8223676190476,28
"118",118,"SS0203","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.620000000538,1069.34000000428,734.060000002936,1203.96000000482,1938.02000000775,30.4333333333333,24.3,21.2,27.3666666666667,25.3111111111111,165518,0,16.0492416896295,965.109984246095,662.671449760209,1627.7814340063,2290.45288376651,-2.95506523809527,-10.1159671428571,-15.3562614285714,-6.53551619047618,-9.47576460317459,28
"119",119,"SS0203","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.320000001097,162.56000000065,1069.34000000428,436.880000001747,1506.22000000602,34.9,30.5,24.4333333333333,32.7,29.9444444444444,165518,0,204.280349092006,43.9892416897412,965.109984246095,1009.09922593584,1974.20921018193,2.5721671428571,-2.8883985714286,-9.98263380952377,-0.158115714285753,-3.43295507936509,28
"120",120,"SS0203","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7800000000711,274.320000001097,162.56000000065,292.100000001168,454.660000001819,38.6333333333333,34.9,30.5,36.7666666666667,34.6777777777778,165518,0,-96.2130863635649,204.280349092006,43.9892416897412,248.269590781748,292.258832471489,6.89004619047623,2.5721671428571,-2.8883985714286,4.73110666666667,2.19127158730158,28
"121",121,"SS0203","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6400000001626,17.7800000000711,203.200000000813,58.4200000002337,261.620000001046,40.0333333333333,38.4666666666667,35.2666666666667,39.25,37.9222222222222,165518,0,-90.9078063634734,-96.2130863635649,133.160349091722,36.947262728157,170.107611819879,8.82130047619043,6.72337952380957,2.93883380952376,7.77234,6.16117126984125,28
"122",122,"SS0203","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1201.42000000481,40.6400000001626,17.7800000000711,1242.06000000497,1259.84000000504,31.5666666666667,39.9,38.2666666666667,35.7333333333333,36.5777777777778,165518,0,1138.36574182299,-90.9078063634734,-96.2130863635649,-187.120892727038,-283.333979090603,-1.28575904761903,8.6879671428571,6.52337952380957,3.70110404761903,4.64186253968254,28
"123",123,"SS0203","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54000000001016,1201.42000000481,40.6400000001626,1203.96000000482,1244.60000000498,25.9666666666667,31.5666666666667,39.9,28.7666666666667,32.4777777777778,165518,0,-84.6725992727172,1138.36574182299,-90.9078063634734,1047.45793545951,956.550129096041,-7.19699619047624,-1.28575904761903,8.6879671428571,-4.24137761904764,0.0684039682539416,28
"124",124,"SS0203","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.700000002083,2.54000000001016,1160.78000000464,523.240000002093,1684.02000000674,22.5666666666667,25.8333333333333,31.5666666666667,24.2,26.6555555555556,165518,0,439.250998505083,-84.6725992727172,1097.72574182283,1013.05314255011,2110.77888437293,-11.0433961904762,-7.33032952380957,-1.28575904761903,-9.1868628571429,-6.55316158730161,28
"125",125,"SS0203","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.740000000315,520.700000002083,2.54000000001016,599.440000002398,601.980000002408,16.6333333333333,22.5666666666667,25.8333333333333,19.6,21.6777777777778,165518,0,4.08101078795137,439.250998505083,-84.6725992727172,354.578399232366,269.905799959649,-17.8217823809524,-11.0433961904762,-7.33032952380957,-14.4325892857143,-12.0651693650794,28
"126",126,"SS0203","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.560000001666,78.740000000315,520.700000002083,495.300000001981,1016.00000000406,16.4666666666667,16.4333333333333,22.4333333333333,16.45,18.4444444444444,165518,0,405.432570759121,4.08101078795137,439.250998505083,443.332009293034,882.583007798117,-20.1452419047619,-18.0217823809524,-11.1767295238096,-19.0835121428571,-16.447917936508,28
"127",127,"SS0204","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62000000003048,210.820000000843,175.260000000701,218.440000000874,393.700000001575,19.8,21.7333333333333,28,20.7666666666667,23.1777777777778,153303,0,-31.4235959566968,153.893335201298,84.7074486370646,238.600783838362,323.308232475427,-15.8840142857143,-12.9177566666667,-6.0637271428571,-14.4008854761905,-11.6218326984127,0
"128",128,"SS0204","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Kapoeta North","SS0204",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Targeted Violence","Taxi Or Car",1,5,0,3,2,0,0,0,0,0,"SSD","None","None",5,0,0,5,NA,NA,247316.228506962,18274.5268377149,"2020-01-01",149.860000000599,7.62000000003048,210.820000000843,157.48000000063,368.300000001473,16.5,19.5666666666667,21.5333333333333,18.0333333333333,19.2,153303,32.6151477792346,144.677167963327,-31.4235959566968,153.893335201298,122.469739244601,276.363074445899,-20.5159314285714,-16.1173476190476,-13.1177566666667,-18.3166395238095,-16.5836785714286,0
"129",129,"SS0204","2020-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,149.860000000599,7.62000000003048,149.860000000599,157.48000000063,21.4333333333333,16.7,19.3666666666667,19.0666666666667,19.1666666666667,153303,0,-23.1284216122727,144.677167963327,-31.4235959566968,113.25357200663,81.829976049933,-16.085520952381,-20.3159314285714,-16.3173476190476,-18.2007261904762,-17.5729333333333,0
"130",130,"SS0204","2020-03-01","2020-03-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Kapoeta North","SS0204",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,1,"5+ Years","7-12 Months",0,0,1,"Food Insecurity","Natural Disaster Induced","Taxi Or Car",1,3,0,0,0,3,0,0,0,0,"SSD","None","None",3,0,0,3,NA,NA,247316.228506962,18334.5268377149,"2020-03-01",408.940000001636,0,149.860000000599,408.940000001636,558.800000002235,22.3,21.3,16.5,21.8,20.0333333333333,153303,19.5690886675408,372.021446674818,-23.1284216122727,144.677167963327,121.548746351054,266.225914314381,-15.3532128571429,-16.2188542857143,-20.5159314285714,-15.7860335714286,-17.3626661904762,0
"131",131,"SS0204","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.44000000189,408.940000001636,0,881.380000003526,881.380000003526,26.2333333333333,22.3,21.4333333333333,24.2666666666667,23.3222222222222,153303,0,393.848924952799,372.021446674818,-23.1284216122727,348.893025062545,325.764603450272,-10.2212595238096,-15.3532128571429,-16.085520952381,-12.7872361904762,-13.8866644444445,0
"132",132,"SS0204","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.540000000518,472.44000000189,408.940000001636,601.980000002408,1010.92000000404,32.3333333333333,26.2333333333333,22.3,29.2833333333333,26.9555555555556,153303,0,15.4940386487002,393.848924952799,372.021446674818,765.870371627616,1137.89181830243,-1.96246952380957,-10.2212595238096,-15.3532128571429,-6.09186452380957,-9.17898063492068,0
"133",133,"SS0204","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,154.94000000062,472.44000000189,154.94000000062,627.38000000251,37.4666666666667,32.4333333333333,26.3666666666667,34.95,32.0888888888889,153303,0,-82.1757363636364,40.8940386488018,393.848924952799,434.742963601601,828.591888554399,5.01419666666667,-1.86246952380957,-10.0879261904762,1.57586357142855,-2.31206634920638,0
"134",134,"SS0204","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54000000001016,0,154.94000000062,2.54000000001016,157.48000000063,39.9333333333333,37.4666666666667,32.4333333333333,38.7,36.6111111111111,153303,0,-129.857428181808,-82.1757363636364,40.8940386488018,-41.2816977148346,-0.387659066032867,8.61363190476193,5.01419666666667,-1.86246952380957,6.8139142857143,3.92178634920634,0
"135",135,"SS0204","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.54000000001016,0,2.54000000001016,2.54000000001016,41.6666666666667,39.6333333333333,37.9333333333333,40.65,39.7444444444444,153303,0,-155.315303636364,-129.857428181808,-82.1757363636364,-212.033164545444,-294.208900909081,10.2534952380953,8.31363190476193,5.48086333333333,9.2835635714286,8.01599682539684,0
"136",136,"SS0204","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.60000000193,0,2.54000000001016,482.60000000193,485.140000001941,33.2666666666667,41.6666666666667,39.3666666666667,37.4666666666667,38.1,153303,0,395.328962729203,-155.315303636364,-129.857428181808,-285.172731818172,-415.03015999998,0.243300952380963,10.2534952380953,8.04696523809527,5.24839809523811,6.18125380952383,0
"137",137,"SS0204","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,482.60000000193,0,482.60000000193,482.60000000193,26.7666666666667,33.2666666666667,41.6666666666667,30.0166666666667,33.9,153303,0,-90.5525513636364,395.328962729203,-155.315303636364,240.013659092839,84.698355456475,-7.29706047619043,0.243300952380963,10.2534952380953,-3.52687976190473,1.0665785714286,0
"138",138,"SS0204","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54000000001016,0,449.580000001798,2.54000000001016,452.120000001808,23.2333333333333,26.4666666666667,33.3666666666667,24.85,27.6888888888889,153303,0,-54.3866647995353,-90.5525513636364,362.308962729071,271.756411365435,634.065374094506,-11.4177566666667,-7.59706047619043,0.343300952380964,-9.50740857142855,-6.22383873015871,0
"139",139,"SS0204","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7200000001829,2.54000000001016,0,48.260000000193,48.260000000193,18.2,23.2333333333333,26.4666666666667,20.7166666666667,22.6333333333333,153303,0,6.67640404345558,-54.3866647995353,-90.5525513636364,-144.939216163172,-235.491767526808,-17.4840142857143,-11.4177566666667,-7.59706047619043,-14.4508854761905,-12.1662771428571,0
"140",140,"SS0204","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9400000001118,45.7200000001829,2.54000000001016,73.6600000002946,76.2000000003048,18.5,17.9333333333333,23.1333333333333,18.2166666666667,19.8555555555556,153303,0,22.757167962839,6.67640404345558,-54.3866647995353,-47.7102607560798,-102.096925555615,-18.5159314285714,-17.750680952381,-11.5177566666667,-18.1333061904762,-15.928123015873,0
"141",141,"SS0205","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.240000001077,200.660000000803,487.680000001951,469.90000000188,957.58000000383,15.3333333333333,16.5666666666667,23.9666666666667,15.95,18.6222222222222,99738,0,223.838746396622,146.595736979621,417.286582547405,563.882319527026,981.168902074431,-16.9548438095238,-15.6796376190476,-7.81412333333333,-16.3172407142857,-13.4828682539682,0
"142",142,"SS0205","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Eastern Equatoria","SS02","Kapoeta South","SS0205",0,NA,"UGA","Adjumani","UG301","East Moyo","UG3011",1,"Ayilo 1",0,0,"1-5 Years","8 Days-3 Months",1,0,1,"Food Insecurity","Natural Disaster Induced","Motorbike",1,2,0,0,0,0,0,1,1,0,"SSD","None","None",2,0,0,2,NA,NA,210045.716651029,18272.799085667,"2020-01-01",833.120000003333,269.240000001077,200.660000000803,1102.36000000441,1303.02000000521,12.7,15.0333333333333,16.3666666666667,13.8666666666667,14.7,99738,20.0525376486394,828.198369908969,223.838746396622,146.595736979621,370.434483376243,517.030220355864,-22.0364528571429,-17.2548438095238,-15.8796376190476,-19.6456483333333,-18.3903114285714,0
"143",143,"SS0205","2020-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,833.120000003333,269.240000001077,833.120000003333,1102.36000000441,18.6666666666667,12.9,14.8666666666667,15.7833333333333,15.4777777777778,99738,0,-33.3495302186364,828.198369908969,223.838746396622,1052.03711630559,1275.87586270221,-16.402299047619,-21.8364528571429,-17.4215104761904,-19.119375952381,-18.5534207936508,0
"144",144,"SS0205","2020-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102.36000000441,0,833.120000003333,1102.36000000441,1935.48000000774,17.5666666666667,18.5666666666667,12.7,18.0666666666667,16.2777777777778,99738,0,1050.25498772141,-33.3495302186364,828.198369908969,794.848839690332,1623.0472095993,-17.2756976190476,-16.502299047619,-22.0364528571429,-16.8889983333333,-18.6048165079365,0
"145",145,"SS0205","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270.00000000508,1102.36000000441,0,2372.36000000949,2372.36000000949,21.3666666666667,17.6,18.6666666666667,19.4833333333333,19.2111111111111,99738,0,1197.44513924599,1050.25498772141,-33.3495302186364,1016.90545750277,983.555927284137,-11.9387533333333,-17.2423642857143,-16.402299047619,-14.5905588095238,-15.1944722222222,0
"146",146,"SS0205","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.600000000914,1270.00000000508,1102.36000000441,1498.60000000599,2600.9600000104,27.5,21.3666666666667,17.6,24.4333333333333,22.1555555555556,99738,0,130.980878339096,1197.44513924599,1050.25498772141,2247.7001269674,3297.95511468881,-4.3275842857143,-11.9387533333333,-17.2423642857143,-8.13316880952381,-11.1695673015873,0
"147",147,"SS0205","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.460000001006,228.600000000914,1270.00000000508,480.06000000192,1750.060000007,31.7333333333333,27.7666666666667,21.5333333333333,29.75,27.0111111111111,99738,0,168.881631819188,130.980878339096,1197.44513924599,1328.42601758509,2525.87115683107,1.24564761904763,-4.06091761904763,-11.7720866666667,-1.407635,-4.86245222222222,0
"148",148,"SS0205","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1000000001524,251.460000001006,228.600000000914,289.560000001158,518.160000002073,35.9666666666667,31.7333333333333,27.7666666666667,33.85,31.8222222222222,99738,0,-86.4564254543926,168.881631819188,130.980878339096,299.862510158284,430.84338849738,6.03809523809527,1.24564761904763,-4.06091761904763,3.64187142857145,1.07427507936509,0
"149",149,"SS0205","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5600000001422,35.5600000001422,203.200000000813,71.1200000002845,274.320000001097,36.7,35.8333333333333,32.1666666666667,36.2666666666667,34.9,99738,0,-107.364759090767,-88.9964254544028,120.621631818995,31.6252063645918,152.246838183586,7.2123142857143,5.90476190476194,1.67898095238096,6.55853809523812,4.93201904761907,0
